관리번호,수목명,수목구분,수목유형,식재일,관리기관전화번호,관리기관명,데이터기준일자,공원명,공원관리번호,도로명주소,지번주소,수목위치,수목위도,수목경도,흉고직경,근원직경,수령,보호덮개,보호틀,뿌리융기여부,통기,지장물,수목사진,기타사진
11230-00011-0091,이팝나무,공원수,교목,1997-04-07,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,1시,37.57784271,127.0715027,0.14,0.2,30,,,N,N,,02-11230-00011-0091-01.jpg,02-11230-00011-0091-02.jpg
11230-00011-0092,향나무,공원수,교목,1958-04-07,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,3시,37.57765198,127.0718536,0.35,0.36,69,,,N,N,,02-11230-00011-0092-01.jpg,02-11230-00011-0092-02.jpg
11230-00011-0093,가죽나무,공원수,교목,1979-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,9시,37.57776642,127.0709457,0.12,0.16,48,,,N,N,,02-11230-00011-0093-01.jpg,02-11230-00011-0093-02.jpg
11230-00011-0094,소나무,공원수,교목,1964-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,6시,37.57738876,127.0714035,0.33,0.38,63,,,N,N,,02-11230-00011-0094-01.jpg,02-11230-00011-0094-02.jpg
11230-00011-0095,느티나무,공원수,교목,1977-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,3시,37.57767868,127.0718079,0.41,0.5,50,,,N,N,,02-11230-00011-0095-01.jpg,02-11230-00011-0095-02.jpg
11230-00011-0096,이팝나무,공원수,교목,1991-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,12시,37.57803462,127.0713372,0.17,0.21,36,,,N,N,,02-11230-00011-0096-01.jpg,02-11230-00011-0096-02.jpg
11230-00011-0097,잣나무,공원수,교목,1999-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,1시,37.57797241,127.0715332,0.18,0.21,28,,,N,N,,02-11230-00011-0097-01.jpg,02-11230-00011-0097-02.jpg
11230-00011-0098,감나무,공원수,교목,2008-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,12시,37.5780654,127.0713438,0.15,0.19,19,,,N,N,,02-11230-00011-0098-01.jpg,02-11230-00011-0098-02.jpg
11230-00011-0099,벚나무,공원수,교목,1997-04-07,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,3시,37.57770538,127.0717621,0.25,0.25,30,,,N,N,,02-11230-00011-0099-01.jpg,02-11230-00011-0099-02.jpg
11230-00011-0100,소나무,공원수,교목,1991-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,6시,37.57740784,127.071434,0.19,0.22,36,,,N,N,,02-11230-00011-0100-01.jpg,02-11230-00011-0100-02.jpg
11230-00011-0101,잣나무,공원수,교목,2014-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,1시,37.57799912,127.0715408,0.08,0.12,13,,,N,N,,02-11230-00011-0101-01.jpg,02-11230-00011-0101-02.jpg
11230-00011-0102,사과나무,공원수,교목,2015-04-03,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,7시,37.57749612,127.0712374,0.06,0.13,12,,,N,N,,02-11230-00011-0102-01.jpg,02-11230-00011-0102-02.jpg
11230-00011-0103,은행나무,공원수,교목,1988-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,11시,37.57805663,127.0712419,0.31,0.38,39,,,N,N,,02-11230-00011-0103-01.jpg,02-11230-00011-0103-02.jpg
11230-00011-0104,산수유,공원수,교목,1983-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,3시,37.57770157,127.071785,0.11,0.13,44,,대상형,N,N,,02-11230-00011-0104-01.jpg,02-11230-00011-0104-02.jpg
11230-00011-0105,소나무,공원수,교목,2002-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,6시,37.57743835,127.0714264,0.13,0.17,25,,,N,N,,02-11230-00011-0105-01.jpg,02-11230-00011-0105-02.jpg
11230-00011-0106,이팝나무,공원수,교목,1985-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,10시,37.57781982,127.0709229,0.2,0.28,42,,,N,N,전깃줄,02-11230-00011-0106-01.jpg,02-11230-00011-0106-02.jpg
11230-00011-0107,잣나무,공원수,교목,2008-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,1시,37.57800674,127.0715485,0.12,0.14,19,,,N,N,,02-11230-00011-0107-01.jpg,02-11230-00011-0107-02.jpg
11230-00011-0108,향나무,공원수,교목,1999-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,11시,37.57798521,127.0712714,0.14,0.21,28,,,N,N,,02-11230-00011-0108-01.jpg,02-11230-00011-0108-02.jpg
11230-00011-0109,느티나무,공원수,교목,2011-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,6시,37.57761002,127.0712967,0.13,0.17,16,,,N,N,,02-11230-00011-0109-01.jpg,02-11230-00011-0109-02.jpg
11230-00011-0110,소나무,공원수,교목,1985-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,6시,37.57743454,127.0714111,0.22,0.25,42,,,N,N,,02-11230-00011-0110-01.jpg,02-11230-00011-0110-02.jpg
11230-00011-0111,양버즘나무,공원수,교목,1957-04-08,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,3시,37.57769394,127.0719528,0.83,0.9,70,,,Y,N,,02-11230-00011-0111-01.jpg,02-11230-00011-0111-02.jpg
11230-00011-0112,벚나무,공원수,교목,1999-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,11시,37.57799008,127.0712214,0.23,0.2,28,,,N,N,,02-11230-00011-0112-01.jpg,02-11230-00011-0112-02.jpg
11230-00011-0113,산수유,공원수,교목,1998-04-03,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,1시,37.57799912,127.0715561,0.07,0.07,29,,,N,N,,02-11230-00011-0113-01.jpg,02-11230-00011-0113-02.jpg
11230-00011-0114,단풍나무,공원수,교목,2006-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,9시,37.57778931,127.0709686,0.09,0.12,21,,,N,N,,02-11230-00011-0114-01.jpg,02-11230-00011-0114-02.jpg
11230-00011-0115,소나무,공원수,교목,1985-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,6시,37.5774765,127.0714188,0.22,0.25,42,,,N,N,,02-11230-00011-0115-01.jpg,02-11230-00011-0115-02.jpg
11230-00011-0116,소나무,공원수,교목,1962-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,3시,37.57772446,127.0718842,0.34,0.36,65,,,N,N,,02-11230-00011-0116-01.jpg,02-11230-00011-0116-02.jpg
11230-00011-0117,단풍나무,공원수,교목,2010-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,11시,37.57803782,127.071172,0.07,0.1,17,,,N,N,,02-11230-00011-0117-01.jpg,02-11230-00011-0117-02.jpg
11230-00011-0118,잣나무,공원수,교목,2005-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,7시,37.57731316,127.0712721,0.14,0.21,22,,,N,N,,02-11230-00011-0118-01.jpg,02-11230-00011-0118-02.jpg
11230-00011-0119,벚나무,공원수,교목,1999-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,11시,37.57801307,127.0711235,0.23,0.24,28,,,N,N,,02-11230-00011-0119-01.jpg,02-11230-00011-0119-02.jpg
11230-00011-0120,느티나무,공원수,교목,1981-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,9시,37.57765198,127.0711823,0.37,0.44,46,,대상형,N,N,,02-11230-00011-0120-01.jpg,02-11230-00011-0120-02.jpg
11230-00011-0121,소나무,공원수,교목,1991-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,6시,37.57748032,127.071434,0.19,0.22,36,,,N,N,,02-11230-00011-0121-01.jpg,02-11230-00011-0121-02.jpg
11230-00011-0122,단풍나무,공원수,교목,2017-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,10시,37.57782745,127.070961,0.04,0.1,10,,,N,N,,02-11230-00011-0122-01.jpg,02-11230-00011-0122-02.jpg
11230-00011-0123,잣나무,공원수,교목,2010-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,1시,37.57801437,127.0715714,0.11,0.13,17,,,N,N,,02-11230-00011-0123-01.jpg,02-11230-00011-0123-02.jpg
11230-00011-0124,목련,공원수,교목,2010-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,7시,37.57736201,127.0712107,0.1,0.14,17,,,N,N,,02-11230-00011-0124-01.jpg,02-11230-00011-0124-02.jpg
11230-00011-0125,감나무,공원수,교목,2017-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,3시,37.57763672,127.0716553,0.08,0.08,10,,,N,N,,02-11230-00011-0125-01.jpg,02-11230-00011-0125-02.jpg
11230-00011-0126,소나무,공원수,교목,1983-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,5시,37.57752609,127.0715027,0.23,0.25,44,,,N,N,,02-11230-00011-0126-01.jpg,02-11230-00011-0126-02.jpg
11230-00011-0127,계수나무,공원수,교목,2003-04-07,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,11시,37.57795288,127.071113,0.12,0.16,24,,,N,N,,02-11230-00011-0127-01.jpg,02-11230-00011-0127-02.jpg
11230-00011-0128,감나무,공원수,교목,2013-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,3시,37.57764435,127.0716324,0.11,0.12,14,,,N,N,,02-11230-00011-0128-01.jpg,02-11230-00011-0128-02.jpg
11230-00011-0129,목련,공원수,교목,2005-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,3시,37.57765198,127.0716095,0.13,0.2,22,,,N,N,,02-11230-00011-0129-01.jpg,02-11230-00011-0129-02.jpg
11230-00011-0130,벚나무,공원수,교목,2006-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,11시,37.57795402,127.071093,0.17,0.18,21,,,N,N,,02-11230-00011-0130-01.jpg,02-11230-00011-0130-02.jpg
11230-00011-0131,잣나무,공원수,교목,2016-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,1시,37.57800674,127.071579,0.07,0.08,11,,,N,N,,02-11230-00011-0131-01.jpg,02-11230-00011-0131-02.jpg
11230-00011-0132,감나무,공원수,교목,2014-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,3시,37.57767868,127.0716095,0.1,0.11,13,,,N,N,,02-11230-00011-0132-01.jpg,02-11230-00011-0132-02.jpg
11230-00011-0133,소나무,공원수,교목,1966-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,5시,37.57748413,127.0714951,0.32,0.38,61,,,N,N,,02-11230-00011-0133-01.jpg,02-11230-00011-0133-02.jpg
11230-00011-0134,산딸나무,공원수,교목,2016-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,11시,37.57795516,127.0710672,0.06,0.11,11,,,N,N,,02-11230-00011-0134-01.jpg,02-11230-00011-0134-02.jpg
11230-00011-0135,향나무,공원수,교목,1989-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,7시,37.57734057,127.0711642,0.19,0.27,38,,,N,N,,02-11230-00011-0135-01.jpg,02-11230-00011-0135-02.jpg
11230-00011-0136,목련,공원수,교목,2007-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,3시,37.57765579,127.071579,0.12,0.15,20,,,N,N,,02-11230-00011-0136-01.jpg,02-11230-00011-0136-02.jpg
11230-00011-0137,벚나무,공원수,교목,2005-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,11시,37.57792353,127.0710743,0.18,0.22,22,,,N,N,,02-11230-00011-0137-01.jpg,02-11230-00011-0137-02.jpg
11230-00011-0138,산수유,공원수,교목,1998-04-03,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,1시,37.5779953,127.0715866,0.07,0.1,29,,,N,N,,02-11230-00011-0138-01.jpg,02-11230-00011-0138-02.jpg
11230-00011-0139,소나무,공원수,교목,1989-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,5시,37.57744598,127.0714951,0.2,0.22,38,,,N,N,,02-11230-00011-0139-01.jpg,02-11230-00011-0139-02.jpg
11230-00011-0140,이팝나무,공원수,교목,1999-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,10시,37.5778656,127.0709305,0.13,0.17,28,,,N,N,,02-11230-00011-0140-01.jpg,02-11230-00011-0140-02.jpg
11230-00011-0141,벚나무,공원수,교목,2010-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,9시,37.57774353,127.0711365,0.14,0.18,17,,,N,N,,02-11230-00011-0141-01.jpg,02-11230-00011-0141-02.jpg
11230-00011-0142,물푸레나무,공원수,교목,2012-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,11시,37.57795474,127.0710454,0.09,0.11,15,,,N,N,,02-11230-00011-0142-01.jpg,02-11230-00011-0142-02.jpg
11230-00011-0143,잣나무,공원수,교목,1994-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,7시,37.57731292,127.0712228,0.21,0.29,33,,,N,N,,02-11230-00011-0143-01.jpg,02-11230-00011-0143-02.jpg
11230-00011-0144,느티나무,공원수,교목,1986-04-07,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,10시,37.57787323,127.0710068,0.33,0.37,41,,,N,N,,02-11230-00011-0144-01.jpg,02-11230-00011-0144-02.jpg
11230-00011-0145,소나무,공원수,교목,1993-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,5시,37.57740784,127.0715103,0.18,0.32,34,,,N,N,,02-11230-00011-0145-01.jpg,02-11230-00011-0145-02.jpg
11230-00011-0146,잣나무,공원수,교목,2002-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,1시,37.57801819,127.0716019,0.16,0.18,25,,,N,N,,02-11230-00011-0146-01.jpg,02-11230-00011-0146-02.jpg
11230-00011-0147,단풍나무,공원수,교목,2010-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,11시,37.57797476,127.0710449,0.07,0.08,17,,,N,N,,02-11230-00011-0147-01.jpg,02-11230-00011-0147-02.jpg
11230-00011-0148,계수나무,공원수,교목,2011-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,11시,37.57799238,127.07107,0.08,0.16,16,,,N,N,,02-11230-00011-0148-01.jpg,02-11230-00011-0148-02.jpg
11230-00011-0149,잣나무,공원수,교목,1967-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,3시,37.57769012,127.0715561,0.39,0.42,60,,,N,N,,02-11230-00011-0149-01.jpg,02-11230-00011-0149-02.jpg
11230-00011-0150,피나무,공원수,교목,1975-04-07,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,10시,37.57778549,127.0711594,0.23,0.26,52,,,N,N,,02-11230-00011-0150-01.jpg,02-11230-00011-0150-02.jpg
11230-00011-0151,단풍나무,공원수,교목,2010-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,10시,37.57781601,127.0710144,0.07,0.09,17,,,N,N,,02-11230-00011-0151-01.jpg,02-11230-00011-0151-02.jpg
11230-00011-0152,잣나무,공원수,교목,2017-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,1시,37.57800293,127.0716095,0.06,0.09,10,,,N,N,,02-11230-00011-0152-01.jpg,02-11230-00011-0152-02.jpg
11230-00011-0153,산딸나무,공원수,교목,2013-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,장안근린공원,11230-00011,,서울특별시 동대문구 장안동 300,9시,37.57778549,127.071022,0.08,0.12,14,,,N,N,,02-11230-00011-0153-01.jpg,02-11230-00011-0153-02.jpg
